pl_name,hostname,discoverymethod,disc_year,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
GJ 536 c,GJ 536,Radial Velocity,2025,M,3641.0,0.529,0.528,-0.08,4.713,10.4092,9.71,5.683,8.85881
GJ 581 b,GJ 581,Radial Velocity,2005,M,3500.0,0.302,0.295,-0.08,4.97,6.2981,10.57,5.837,9.411
GJ 581 c,GJ 581,Radial Velocity,2007,M,3500.0,0.302,0.295,-0.08,4.97,6.2981,10.57,5.837,9.411
GJ 581 e,GJ 581,Radial Velocity,2009,M,3500.0,0.302,0.295,-0.08,4.97,6.2981,10.57,5.837,9.411
GJ 625 b,GJ 625,Radial Velocity,2017,M,3499.0,0.31,0.3,-0.38,4.94,6.47249,10.066,5.833,9.13702
GJ 649 b,GJ 649,Radial Velocity,2009,M,3734.0,0.5,0.51,-0.15,4.76,10.3796,9.7,5.624,8.81875
GJ 674 b,GJ 674,Radial Velocity,2007,M,3600.0,0.36463,0.35,-0.28,4.85978,4.54896,9.38,4.855,8.33063
GJ 676 A b,GJ 676 A,Radial Velocity,2010,M,3734.0,0.69,0.626,0.23,4.62,16.0272,9.58,5.825,8.86517
GJ 676 A c,GJ 676 A,Radial Velocity,2016,M,3734.0,0.69,0.626,0.23,4.62,16.0272,9.58,5.825,8.86517
GJ 676 A d,GJ 676 A,Radial Velocity,2012,M,3734.0,0.69,0.626,0.23,4.62,16.0272,9.58,5.825,8.86517
GJ 676 A e,GJ 676 A,Radial Velocity,2012,M,3734.0,0.69,0.626,0.23,4.62,16.0272,9.58,5.825,8.86517
GJ 685 b,GJ 685,Radial Velocity,2019,M,3816.0,0.54,0.55,-0.15,4.72,14.3155,9.98,6.066,9.1671
GJ 687 b,GJ 687,Radial Velocity,2014,M,3413.0,0.4183,0.4,0.0631,4.85936,4.54939,9.15,4.548,8.02754
GJ 687 c,GJ 687,Radial Velocity,2020,M,3413.0,0.4183,0.4,0.0631,4.85936,4.54939,9.15,4.548,8.02754
GJ 720 A b,GJ 720 A,Radial Velocity,2021,M,3837.0,0.56,0.57,-0.14,4.71,15.5575,9.84,6.082,9.10496
GJ 724 b,GJ 724,Radial Velocity,2023,M,3799.0,0.52226,0.5271,-0.02,4.88,16.9658,10.638,6.546,9.76915
GJ 740 b,GJ 740,Radial Velocity,2021,M,3913.0,0.56,0.58,0.08,4.68,11.1017,9.22,5.357,8.45636
GJ 806 b,GJ 806,Transit,2023,M,3600.0,0.4144,0.413,-0.28,4.98,12.0445,10.79,6.533,9.82461
GJ 806 c,GJ 806,Radial Velocity,2023,M,3600.0,0.4144,0.413,-0.28,4.98,12.0445,10.79,6.533,9.82461
GJ 832 b,GJ 832,Radial Velocity,2008,M,3472.0,0.441557,0.45,-0.3,4.78905,4.96435,8.66,4.501,7.73761
GJ 849 b,GJ 849,Radial Velocity,2006,M,3467.0,0.45,0.45,0.09,4.8,8.80058,10.41,5.594,9.2245
GJ 849 c,GJ 849,Radial Velocity,2014,M,3467.0,0.45,0.45,0.09,4.8,8.80058,10.41,5.594,9.2245
GJ 86 b,GJ 86,Radial Velocity,1999,K,5182.0,0.77,0.93,-0.22,4.63,10.7836,6.12,4.125,5.88516
GJ 876 b,GJ 876,Radial Velocity,1998,M,3293.74,0.3,0.32,0.2129,4.87177,4.67517,10.16,5.01,8.8753
GJ 876 c,GJ 876,Radial Velocity,2000,M,3293.74,0.3,0.32,0.2129,4.87177,4.67517,10.16,5.01,8.8753
GJ 876 d,GJ 876,Radial Velocity,2005,M,3293.74,0.3,0.32,0.2129,4.87177,4.67517,10.16,5.01,8.8753
GJ 876 e,GJ 876,Radial Velocity,2010,M,3293.74,0.3,0.32,0.2129,4.87177,4.67517,10.16,5.01,8.8753
GJ 887 b,GJ 887,Radial Velocity,2020,M,3688.0,0.468,0.495,-0.06,4.156,3.28679,7.56,3.465,6.52199
GJ 887 c,GJ 887,Radial Velocity,2020,M,3688.0,0.468,0.495,-0.06,4.156,3.28679,7.56,3.465,6.52199
GJ 887 d,GJ 887,Radial Velocity,2026,M,3688.0,0.468,0.495,-0.06,4.156,3.28679,7.56,3.465,6.52199
GJ 887 e,GJ 887,Radial Velocity,2026,M,3688.0,0.468,0.495,-0.06,4.156,3.28679,7.56,3.465,6.52199
GJ 900 b,GJ 900 A,Imaging,2024,K,3976.0,0.716187,1.08,-0.63,4.55728,20.8065,9.59,6.044,9.02571
GJ 9066 c,GJ 9066,Radial Velocity,2020,M,3154.0,0.164,0.15,-0.13,5.01,4.471,12.71,6.648,10.6711
GJ 96 b,GJ 96,Radial Velocity,2018,M,3785.0,0.580612,0.6,0.14,4.66767,11.9315,9.4,5.554,8.63186
GJ 9689 b,GJ 9689,Radial Velocity,2020,M,3836.0,0.57,0.59,0.05,4.69,30.6203,11.297,7.468,10.5372
GJ 9773 b,GJ 9773,Radial Velocity,2025,M,3528.0,0.362,0.358,-0.2,4.84674,15.9211,12.033,7.472,10.9047
GJ 9827 b,GJ 9827,Transit,2017,K,4236.0,0.58,0.62,-0.29,4.719,29.661,10.37,7.193,9.83773
GJ 9827 c,GJ 9827,Transit,2017,K,4236.0,0.58,0.62,-0.29,4.719,29.661,10.37,7.193,9.83773
GJ 9827 d,GJ 9827,Transit,2017,K,4236.0,0.58,0.62,-0.29,4.7,29.661,10.37,7.193,9.83773
GPX-1 b,GPX-1,Transit,2021,F,7000.0,1.56,1.68,0.35,4.27,655.013,12.316,11.181,12.2228
GQ Lup b,GQ Lup,Imaging,2004,K,4360.0,1.94153,0.7,-0.35,3.65,151.169,11.593,7.096,11.2608
GSC 06214-00210 b,GSC 06214-00210,Imaging,2010,K,4200.0,0.90484,0.9,-0.06,4.36628,108.5,12.416,9.152,11.8633
GU Psc b,GU Psc,Imaging,2014,M,4031.81,0.450458,0.325,0.1,4.78111,47.5501,14.146,9.345,12.9656
Gl 378 b,Gl 378,Radial Velocity,2019,M,3879.0,0.56,0.56,0.06,4.68513,14.9545,10.03,6.16,9.26515
Gl 410 b,Gl 410,Radial Velocity,2025,K,3842.0,0.543,0.55,0.05,4.87,11.9324,9.57,5.688,8.807
Gl 49 b,Gl 49,Radial Velocity,2019,M,3805.0,0.511,0.515,0.13,4.69,9.8528,9.56,5.371,8.66282
Gl 686 b,Gl 686,Radial Velocity,2018,M,3656.0,0.427,0.426,-0.23,4.87,8.15728,9.62,5.572,8.73899
Gl 725 A b,Gl 725 A,Radial Velocity,2025,M,3433.0,0.351,0.33,-0.19,4.87,3.5214,8.94,4.432,7.84944
Gliese 12 b,Gliese 12,Transit,2024,M,3328.0,0.265,0.255,-0.24,5.25,12.21,12.6,7.807,11.3963
HAT-P-1 b,HAT-P-1,Transit,2006,G,5980.0,1.174,1.151,0.13,4.359,158.979,9.827,8.858,10.1786
HAT-P-11 b,HAT-P-11,Transit,2010,K,4653.0,0.683,0.811,0.31,4.663,37.7647,9.46,7.009,9.15098
HAT-P-11 c,HAT-P-11,Radial Velocity,2018,K,4653.0,0.683,0.811,0.31,4.663,37.7647,9.46,7.009,9.15098
HAT-P-12 b,HAT-P-12,Transit,2009,K,4650.0,0.701,0.733,-0.29,4.61,142.751,12.665,10.108,12.4197
HAT-P-13 b,HAT-P-13,Transit,2009,G,5653.0,1.756,1.32,0.46,4.07,246.81,10.421,8.975,10.4168
HAT-P-13 c,HAT-P-13,Radial Velocity,2009,G,5653.0,1.756,1.32,0.46,4.07,246.81,10.421,8.975,10.4168
HAT-P-14 b,HAT-P-14,Transit,2010,F,6600.0,1.82,2.65,0.11,4.25,222.663,9.988,8.851,9.87283
HAT-P-15 b,HAT-P-15,Transit,2010,G,5568.0,1.07,1.0,0.22,4.38,192.516,12.41,9.641,11.7232
HAT-P-16 b,HAT-P-16,Transit,2010,F,6140.0,1.158,1.218,0.17,4.396,226.637,10.911,9.553001,10.7568
HAT-P-17 b,HAT-P-17,Transit,2012,K,5246.0,0.87,0.99,0.0,4.53,92.3831,10.375,8.544,10.2743
HAT-P-17 c,HAT-P-17,Radial Velocity,2012,K,5336.96,0.838682,0.92,0.0512,4.55466,92.3831,10.375,8.544,10.2743
HAT-P-18 b,HAT-P-18,Transit,2010,K,4803.0,0.749,0.77,0.1,4.57,161.4,12.597,10.234,12.3682
HAT-P-19 b,HAT-P-19,Transit,2010,K,4962.0,0.773,0.807,0.166,4.5687,202.078,12.826,10.546,12.5567
HAT-P-2 b,HAT-P-2,Transit,2007,F,6380.0,1.39,1.33,0.18,4.16,127.774,8.72,7.603,8.59842
HAT-P-2 c,HAT-P-2,Radial Velocity,2023,F,6412.0,1.416,1.33,0.12,4.16,127.774,8.72,7.603,8.59842
HAT-P-20 b,HAT-P-20,Transit,2010,K,4595.0,0.694,0.756,0.35,4.63,71.0374,11.231,8.601,10.9903
HAT-P-21 b,HAT-P-21,Transit,2010,G,5588.0,1.21,1.24,0.01,4.33,277.278,11.459,10.111,11.5583
HAT-P-22 b,HAT-P-22,Transit,2010,G,5302.0,1.11,1.13,0.24,4.36,81.7647,9.763,7.837,9.51936
HAT-P-23 b,HAT-P-23,Transit,2010,G,5905.0,1.203,1.13,0.15,4.33,364.813,11.937,10.791,12.1741
HAT-P-24 b,HAT-P-24,Transit,2010,F,6373.0,1.38,1.37,-0.16,4.27,415.344,11.762,10.543,11.6396
HAT-P-25 b,HAT-P-25,Transit,2012,G,5519.0,0.919,1.012,0.294,4.516,300.384,13.146,10.815,12.8416
HAT-P-26 b,HAT-P-26,Transit,2010,K,5079.0,0.87,1.12,-0.04,4.56,141.837,11.757,9.581,11.4641
HAT-P-27 b,HAT-P-27,Transit,2011,G,5316.0,0.864673,0.916,0.3,4.52626,199.173,12.052,10.109,11.9562
HAT-P-28 b,HAT-P-28,Transit,2011,G,5680.0,1.103,1.025,0.12,4.36,401.319,13.098,11.104,12.8718
HAT-P-29 b,HAT-P-29,Transit,2011,F,6087.0,1.3,1.45,0.21,4.34,313.576,11.825,10.297,11.7336
HAT-P-3 b,HAT-P-3,Transit,2007,K,5185.0,0.87,1.06,0.27,4.56,134.554,11.856,9.448,11.2795
HAT-P-30 b,HAT-P-30,Transit,2011,F,6304.0,1.31,1.55,0.13,4.36,213.985,10.352,9.151,10.2998
HAT-P-33 b,HAT-P-33,Transit,2011,F,6446.0,1.79,1.82,0.05,4.15,396.11,11.032,10.004,11.0238
HAT-P-36 b,HAT-P-36,Transit,2011,G,5620.0,1.041,1.03,0.25,4.416,294.419,12.146,10.603,12.093
HAT-P-38 b,HAT-P-38,Transit,2012,G,5330.0,0.923,0.886,0.06,4.45,255.206,12.525,10.501,12.3021
HAT-P-4 b,HAT-P-4,Transit,2007,F,5860.0,1.596,1.248,0.24,4.127,320.451,11.118,9.770001,11.0634
HAT-P-43 b,HAT-P-43,Transit,2012,F,5693.0,1.08,1.03,0.2,4.38,528.825,13.279,11.764,13.2165
HAT-P-49 b,HAT-P-49,Transit,2014,F,6820.0,2.06,2.22,0.07,4.1,350.351,10.205,9.346,10.2071
HAT-P-5 b,HAT-P-5,Transit,2007,G,5960.0,1.12,1.04,0.24,4.37,303.336,11.954,10.481,11.8224
HAT-P-50 b,HAT-P-50,Transit,2015,F,6280.0,1.698,1.273,-0.18,4.072,515.458,11.703,10.5,11.6722
HAT-P-51 b,HAT-P-51,Transit,2015,G,5453.0,0.995,0.961,0.302,4.4256,440.089,13.51,11.614,13.2846
HAT-P-52 b,HAT-P-52,Transit,2015,K,5131.0,0.893,0.887,0.28,4.483,361.155,14.107,11.621,13.787
HAT-P-54 b,HAT-P-54,Transit,2015,K,4390.0,0.617,0.645,-0.127,4.667,143.651,13.398,10.326,13.0172
HAT-P-56 b,HAT-P-56,Transit,2015,F,6566.0,1.47,1.42,0.0,3.39,320.639,10.92,9.83,10.8245
HAT-P-57 b,HAT-P-57,Transit,2015,A,6330.0,1.85,2.77,-0.25,4.25,279.86,10.639,9.433,10.4253
HAT-P-65 b,HAT-P-65,Transit,2016,G,5872.0,1.666,1.297,0.208,4.1079,738.519,13.121,11.528,12.9952
HAT-P-66 b,HAT-P-66,Transit,2016,G,6002.0,1.881,1.255,0.035,3.993,935.456,13.014,11.675,12.8922
HAT-P-68 b,HAT-P-68,Transit,2020,K,4508.0,0.6701,0.6785,-0.059,4.615,202.152,13.802,11.019,13.5442
HAT-P-7 b,HAT-P-7,Transit,2008,F,6389.0,2.0,1.56,0.26,4.07,341.079,10.481,9.334,10.3654
HAT-P-8 b,HAT-P-8,Transit,2008,F,6200.0,1.57,1.27,0.01,4.15,211.553,10.358,8.953,10.1489
HAT-P-9 b,HAT-P-9,Transit,2008,F,6350.0,1.338,1.281,0.12,4.293,455.203,12.344,11.015,12.1536
HATS-11 b,HATS-11,Transit,2016,G,6563.0,1.54,1.33,0.03,4.19,944.603,14.06,12.243,13.8333
HATS-12 b,HATS-12,Transit,2016,F,6357.0,1.17,1.16,-0.1,4.36,746.138,12.831,11.391,12.6766
HATS-15 b,HATS-15,Transit,2016,G,5311.0,0.922,0.871,0.0,4.449,1139.55,14.909,12.724,14.6473
HATS-16 b,HATS-16,Transit,2016,G,5738.0,1.238,0.97,-0.1,4.239,757.044,13.957,12.28,13.6864
HATS-17 b,HATS-17,Transit,2016,G,5846.0,1.091,1.131,0.3,4.416,400.331,12.402,10.698,12.2179
HATS-18 b,HATS-18,Transit,2016,G,5600.0,1.02,1.037,0.28,4.436,624.368,14.188,12.289,13.8786
HATS-2 b,HATS-2,Transit,2013,K,5227.0,0.876,0.904,0.15,4.51,341.925,13.565,11.386,13.3419
HATS-22 b,HATS-22,Transit,2017,K,4803.0,0.689,0.759,0.0,4.644,229.518,13.397,10.942,13.1225
HATS-23 b,HATS-23,Transit,2017,G,5780.0,1.199,1.121,0.28,4.328,639.004,13.84,12.262,13.752
HATS-24 b,HATS-24,Transit,2017,F,6125.0,1.12,1.07,-0.229,4.37,494.182,12.915,11.382,12.6911
HATS-25 b,HATS-25,Transit,2016,G,5715.0,1.107,0.994,0.02,4.347,471.158,13.172,11.416,12.9353
HATS-26 b,HATS-26,Transit,2016,F,6071.0,2.04,1.299,-0.02,3.936,861.843,13.006,11.435,12.8431
HATS-27 b,HATS-27,Transit,2016,F,6438.0,1.74,1.415,0.09,4.107,816.988,12.782,11.55,12.6792
HATS-28 b,HATS-28,Transit,2016,G,5498.0,0.922,0.929,0.01,4.476,535.383,13.981,12.086,13.7929
HATS-29 b,HATS-29,Transit,2016,G,5670.0,1.073,1.032,0.16,4.389,353.891,12.62,10.877,12.4594
HATS-3 b,HATS-3,Transit,2013,F,6351.0,1.404,1.209,-0.157,4.22,411.211,12.433,10.694,11.8914
HATS-30 b,HATS-30,Transit,2016,G,5943.0,1.061,1.093,0.06,4.425,342.14,12.283,10.793,12.0815
HATS-36 b,HATS-36,Transit,2018,G,5950.0,1.1,1.1,0.15,4.4,856.436,14.364,12.809,14.233
HATS-4 b,HATS-4,Transit,2014,G,5403.0,0.925,1.001,0.43,4.51,416.459,13.516,11.612,13.2862
HATS-5 b,HATS-5,Transit,2014,G,5304.0,0.871,0.936,0.19,4.53,246.384,12.598,10.703,12.4288
HATS-54 b,HATS-54,Transit,2019,G,5621.0,1.23,1.05,0.37,4.2,748.585,13.937,12.17,13.7762
HATS-6 b,HATS-6,Transit,2015,M,3724.0,0.57,0.574,0.2,4.683,169.318,15.044,11.224,14.3601
HATS-7 b,HATS-7,Transit,2015,K,4985.0,0.815,0.849,0.25,4.545,240.707,13.347,10.976,13.0499
HATS-71 b,HATS-71,Transit,2020,M,3405.0,0.4783,0.4861,0.17,4.7653,140.225,16.437,11.727,15.3512
HD 100508 b,HD 100508,Radial Velocity,2026,K,5419.0,1.0179,0.94,0.33,4.39,32.7548,7.74,5.944,7.52487
HD 100655 b,HD 100655,Radial Velocity,2011,G,4891.0,10.06,2.28,0.07,2.79,137.178,6.4421,4.129,6.17883
HD 100777 b,HD 100777,Radial Velocity,2007,G,5533.0,1.04,1.08,-0.27,4.32,49.5336,8.42,6.735,8.2387
HD 101581 b,HIP 56998,Transit,2025,K,4675.0,0.63,0.653,-0.343,4.654,12.7781,7.77,5.101,7.38399
HD 101581 c,HIP 56998,Transit,2025,K,4675.0,0.63,0.653,-0.343,4.654,12.7781,7.77,5.101,7.38399
HD 10180 c,HD 10180,Radial Velocity,2010,G,5911.0,1.109,1.06,0.08,4.39,38.9607,7.33,5.868,7.17261
HD 10180 d,HD 10180,Radial Velocity,2010,G,5911.0,1.109,1.06,0.08,4.39,38.9607,7.33,5.868,7.17261
HD 10180 e,HD 10180,Radial Velocity,2010,G,5911.0,1.109,1.06,0.08,4.39,38.9607,7.33,5.868,7.17261
HD 10180 f,HD 10180,Radial Velocity,2010,G,5911.0,1.109,1.06,0.08,4.39,38.9607,7.33,5.868,7.17261
HD 10180 g,HD 10180,Radial Velocity,2010,G,5911.0,1.109,1.06,0.08,4.39,38.9607,7.33,5.868,7.17261
HD 10180 h,HD 10180,Radial Velocity,2010,G,5911.0,1.109,1.06,0.08,4.39,38.9607,7.33,5.868,7.17261
HD 101930 b,HD 101930,Radial Velocity,2005,K,5108.0,0.86,0.57,0.15,4.33,30.0274,8.21,6.147,7.96664
HD 102117 b,HD 102117,Radial Velocity,2005,G,5655.0,1.23,1.06,0.28,4.29,39.5792,7.47,5.833,7.28191
HD 102195 b,HD 102195,Radial Velocity,2006,K,5301.0,0.82,0.76,0.04,4.49,29.3386,8.07,6.151,7.84665
HD 102272 b,HD 102272,Radial Velocity,2008,K,4790.0,10.3,1.45,-0.41,2.58,347.097,8.69,6.259,8.40499
HD 102329 b,HD 102329,Radial Velocity,2011,K,4745.0,9.82,3.21,0.05,2.96,217.107,7.88,5.402,7.58172
HD 102329 c,HD 102329,Radial Velocity,2016,K,4830.0,6.3,1.3,0.3,3.0,217.107,7.88,5.402,7.58172
HD 102843 b,HD 102843,Radial Velocity,2019,K,5436.0,0.961488,0.95,0.16,4.45935,62.758,9.26,7.495,9.04883
HD 102888 b,HD 102888,Radial Velocity,2025,G,4990.0,8.6,2.42,0.07,2.87,126.484,6.48,4.269,6.22053
HD 102956 b,HD 102956,Radial Velocity,2010,G,4985.0,4.55,1.66,0.19,3.38,121.89,7.86,5.663,7.60844
HD 103197 b,HD 103197,Radial Velocity,2011,K,5250.0,0.88,0.8,0.22,4.45,57.1463,9.4,7.426,9.16421
HD 103720 b,HD 103720,Radial Velocity,2014,K,5017.0,0.73,0.794,-0.02,4.43,45.5352,9.5,7.283,9.22376
HD 103774 b,HD 103774,Radial Velocity,2013,F,6489.0,1.581047,1.335,0.28,4.26,56.4089,7.13463,6.0,7.00938
HD 103891 b,HD 103891,Radial Velocity,2022,F,6072.0,2.22,1.28,-0.19,3.79,55.5213,6.59451,5.187,6.436
HD 103949 b,HD 103949,Radial Velocity,2019,K,4792.0,0.753113,0.77,-0.07,4.59071,26.4997,8.7,6.314,8.38479
HD 104067 b,HD 104067,Radial Velocity,2011,K,4952.0,0.78,0.82,0.11,4.56,20.3632,7.92,5.614,7.62029
HD 104067 c,HD 104067,Radial Velocity,2024,K,4952.0,0.78,0.82,0.11,4.56,20.3632,7.92,5.614,7.62029
HD 10442 b,HD 10442,Radial Velocity,2014,K,4912.0,1.97,1.01,0.11,3.19,135.374,7.828,5.59,7.57742
HD 104985 b,HD 104985,Radial Velocity,2003,G,4738.0,11.12,1.22,-0.32,2.42,100.576,5.79389,3.274,5.49698
HD 105779 b,HD 105779,Radial Velocity,2022,G,5792.0,0.94,0.89,-0.25,4.36,55.2411,8.65,7.111,8.49018
HD 106252 b,HD 106252,Radial Velocity,2002,G,5874.0,1.05,1.05,-0.06,4.36,38.185,7.41,5.929,7.26281
HD 106270 b,HD 106270,Radial Velocity,2011,G,5509.0,2.66,1.39,0.06,3.72,93.808,7.58,5.862,7.39531
HD 106315 b,HD 106315,Transit,2017,F,6327.0,1.296,1.091,-0.311,4.252,109.353,8.951,7.853,8.88841
HD 106315 c,HD 106315,Transit,2017,F,6327.0,1.296,1.091,-0.311,4.252,109.353,8.951,7.853,8.88841
HD 10647 b,HD 10647,Radial Velocity,2006,F,6218.0,1.1,1.11,0.0,4.62,17.3357,5.52,4.34,5.38178
HD 106515 A b,HD 106515 A,Radial Velocity,2012,G,5362.0,0.91,0.89,0.03,4.41,34.0915,7.971,6.151,7.7777
HD 106906 b,HD 106906,Imaging,2013,F,6516.0,2.12351,1.5,0.04,3.90453,103.029,7.8,6.683,7.68639
HD 10697 b,HD 10697,Radial Velocity,1999,G,5641.0,1.863076,0.99,0.17,3.957761,33.1205,6.28262,4.601,6.10286
HD 107148 b,HD 107148,Radial Velocity,2005,G,5797.0,1.169193,1.12,0.314,4.446,49.4156,8.01,6.474,7.85111
HD 107148 c,HD 107148,Radial Velocity,2021,G,5752.92,1.169193,1.105215,0.2964,4.345025,49.4156,8.01,6.474,7.85111
HD 108147 b,HD 108147,Radial Velocity,2002,F,6255.73,1.20664,1.22,0.1803,4.36127,38.92,6.99,5.721,6.85345
HD 108202 b,HD 108202,Radial Velocity,2023,K,4556.03,0.66355,0.74,0.3048,4.65165,38.6846,10.26,7.31,9.78272
HD 108236 b,HD 108236,Transit,2020,G,5660.0,0.877,0.869,-0.28,4.49,64.5978,9.25,7.637,9.08745
HD 108236 c,HD 108236,Transit,2020,G,5660.0,0.877,0.869,-0.28,4.49,64.5978,9.25,7.637,9.08745
HD 108236 e,HD 108236,Transit,2020,G,5660.0,0.877,0.869,-0.28,4.49,64.5978,9.25,7.637,9.08745
HD 108236 f,HD 108236,Transit,2021,G,5660.0,0.877,0.869,-0.28,4.49,64.5978,9.25,7.637,9.08745
HD 108341 b,HD 108341,Radial Velocity,2014,K,5122.0,0.79,0.843,0.04,4.45,48.9102,9.38,7.326,9.14337
HD 108863 b,HD 108863,Radial Velocity,2011,K,4878.0,5.74,1.59,0.2,3.07,164.742,7.71,5.392,7.45422
HD 108874 b,HD 108874,Radial Velocity,2002,G,5600.0,1.05,1.1,0.26,4.44,59.5175,8.76,7.06,8.57502
HD 108874 c,HD 108874,Radial Velocity,2005,G,5551.0,1.05,0.95,0.19,4.44,59.5175,8.76,7.06,8.57502
HD 109246 b,HD 109246,Radial Velocity,2010,G,5844.0,1.07,1.2,0.1,4.46,67.8349,8.751,7.216,8.5873
HD 109271 b,HD 109271,Radial Velocity,2013,G,5783.0,1.294595,1.047,0.1,4.28,55.8716,8.04,6.495,7.87816
HD 109271 c,HD 109271,Radial Velocity,2013,G,5783.0,1.294595,1.047,0.1,4.28,55.8716,8.04,6.495,7.87816
HD 109286 b,HD 109286,Radial Velocity,2021,G,5694.0,1.089,0.98,0.05,4.44,55.4156,8.78,7.162,8.61599
HD 109749 b,HD 109749,Radial Velocity,2005,G,5824.0,1.22,1.13,0.24,4.31,63.0821,8.08,6.678,8.02456
HD 10975 b,HD 10975,Radial Velocity,2021,K,4840.0,11.16,1.41,-0.21,2.48,116.506,5.94188,3.875,5.67103
HD 110014 b,HD 110014,Radial Velocity,2009,K,4445.0,20.9,2.17,0.19,2.1,100.758,4.64597,2.011,4.31048
HD 110067 b,HD 110067,Transit,2023,K,5266.0,0.788,0.798,-0.2,4.54,32.1585,8.419,6.492,8.17208
HD 110067 c,HD 110067,Transit,2023,K,5266.0,0.788,0.798,-0.2,4.54,32.1585,8.419,6.492,8.17208
HD 110067 d,HD 110067,Transit,2023,K,5266.0,0.788,0.798,-0.2,4.54,32.1585,8.419,6.492,8.17208
HD 110067 e,HD 110067,Transit,2023,K,5266.0,0.788,0.798,-0.2,4.54,32.1585,8.419,6.492,8.17208
HD 110067 f,HD 110067,Transit,2023,K,5266.0,0.788,0.798,-0.2,4.54,32.1585,8.419,6.492,8.17208
HD 110067 g,HD 110067,Transit,2023,K,5266.0,0.788,0.798,-0.2,4.54,32.1585,8.419,6.492,8.17208
HD 110082 b,HD 110082,Transit,2021,F,6200.0,1.19,1.21,0.08,4.2,105.096,9.23,8.002,9.11523
HD 110113 b,HD 110113,Transit,2021,G,5732.0,0.968,0.997,0.14,4.46,106.307,10.09,8.502,9.91036
HD 110113 c,HD 110113,Radial Velocity,2021,G,5732.0,0.968,0.997,0.14,4.46,106.307,10.09,8.502,9.91036
HD 110537 b,HD 110537,Radial Velocity,2022,G,5718.0,1.16626,1.02,0.09,4.31308,45.0858,7.83,6.2,7.66105
HD 111232 b,HD 111232,Radial Velocity,2003,G,5512.0,0.9,0.96,-0.36,4.45,28.9571,7.59,5.898,7.40535
HD 111232 c,HD 111232,Radial Velocity,2022,G,5512.0,0.9,0.96,-0.36,4.45,28.9571,7.59,5.898,7.40535
HD 111998 b,HD 111998,Radial Velocity,2016,F,6557.0,1.45,1.4,0.07,4.19,33.2237,6.11006,4.993,5.99548
HD 112300 b,HD 112300,Radial Velocity,2023,M,3657.0,65.8,1.4,-0.06,0.8,62.07324,3.39515,-1.189,2.36431
HD 112570 b,HD 112570,Radial Velocity,2023,K,4750.0,9.85,1.15,-0.4,2.51,101.166,6.11055,3.486,5.82375
HD 112640 b,HD 112640,Radial Velocity,2020,K,4155.0,39.0,1.8,-0.09,1.7,323.335,6.53649,3.613,6.07664
HD 113337 b,HD 113337,Radial Velocity,2013,F,6774.0,1.5,1.41,0.07,4.21,36.18,6.02078,5.005,5.91168
HD 113337 c,HD 113337,Radial Velocity,2020,F,6774.0,1.5,1.41,0.07,4.21,36.18,6.02078,5.005,5.91168
HD 11343 c,HIP 8541,Radial Velocity,2022,K,4672.0,6.84,2.009,-0.19,2.95,155.121,7.88,5.29,7.56075
HD 113538 b,HD 113538,Radial Velocity,2010,K,4462.0,0.53,0.585,-0.24,3.79,16.2817,9.05,5.637,8.4428
HD 113538 c,HD 113538,Radial Velocity,2010,K,4462.0,0.53,0.585,-0.24,3.79,16.2817,9.05,5.637,8.4428
HD 113996 b,HD 113996,Radial Velocity,2017,K,4181.0,25.11,1.49,0.13,1.86,116.334,4.77044,1.493,4.22274
HD 114082 b,HD 114082,Radial Velocity,2022,F,6651.0,1.49,1.47,0.0,4.19,95.3906,8.2,7.163,8.09394
HD 114386 b,HD 114386,Radial Velocity,2003,K,4836.0,0.76,0.6,-0.05,4.45,27.9243,8.73,6.351,8.41823
HD 114386 c,HD 114386,Radial Velocity,2026,K,4895.0,0.76,0.8,-0.1,4.28,27.9243,8.73,6.351,8.41823
HD 114729 b,HD 114729,Radial Velocity,2002,G,5844.0,1.473,0.936,-0.33,4.046,37.8063,6.68,5.136,6.51382
HD 114783 b,HD 114783,Radial Velocity,2001,K,5135.0,0.840622,0.853,0.21,4.525599,21.0628,7.56,5.475,7.31783
HD 114783 c,HD 114783,Radial Velocity,2016,K,5135.0,0.840622,0.9,0.21,4.525599,21.0628,7.56,5.475,7.31783
HD 11506 b,HD 11506,Radial Velocity,2007,G,6123.0,1.24,1.22,0.3,4.39,51.261,7.51,6.168,7.37382
HD 11506 c,HD 11506,Radial Velocity,2008,G,6123.0,1.24,1.22,0.3,4.39,51.261,7.51,6.168,7.37382
HD 11506 d,HD 11506,Radial Velocity,2022,G,6123.0,1.24,1.22,0.3,4.39,51.261,7.51,6.168,7.37382
HD 115404 A b,HD 115404 A,Radial Velocity,2022,K,5019.17,0.727007,0.83,-0.1568,4.63407,10.9816,6.50066,4.381,6.28558
HD 115404 A c,HD 115404 A,Radial Velocity,2022,K,5019.17,0.727007,0.83,-0.1568,4.63407,10.9816,6.50066,4.381,6.28558
HD 115954 b,HD 115954,Radial Velocity,2021,G,5957.0,1.213,1.18,0.34,4.15,87.6437,8.34,6.87,8.18736
HD 116029 b,HD 116029,Radial Velocity,2011,K,4819.0,4.89,0.83,0.09,2.98,123.245,7.88,5.534,7.60909
